idno,cntry,prtvede1,prtvede2,prtvtdfr,prtvtfhu,prtvtcit,prtvtdpl,lrscale,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,
284,IT,,,,,7,,4,3,2,3,4,3,3,2,3,3,2,3,4,4,3,4,3,2,3,1,2,3,
290,IT,,,,,77,,5,2,5,2,2,2,4,4,3,1,3,3,2,2,2,4,2,2,2,2,2,3,
297,IT,,,,,66,,10,3,5,3,5,2,3,5,2,1,4,1,2,2,1,6,2,2,1,1,1,5,
300,IT,,,,,66,,4,5,6,6,6,6,4,5,6,5,5,4,3,6,5,5,6,6,5,5,4,4,
303,IT,,,,,9,,6,1,4,1,2,2,2,2,2,2,2,2,2,2,2,5,2,3,2,1,1,2,
307,IT,,,,,66,,88,2,3,3,3,3,2,4,3,3,2,2,3,2,3,2,4,2,2,3,5,2,
327,IT,,,,,77,,77,2,3,3,3,2,2,2,2,3,2,2,2,2,1,2,3,2,3,2,2,2,
360,IT,,,,,66,,5,2,4,1,4,1,1,3,1,1,4,2,3,4,1,3,2,4,2,1,3,3,
362,IT,,,,,14,,88,2,3,4,3,3,3,2,3,3,4,3,2,2,3,4,3,2,2,1,3,3,
381,IT,,,,,77,,5,1,2,2,2,2,2,3,3,3,3,3,2,2,2,4,3,3,1,1,1,3,
450,IT,,,,,66,,77,3,1,3,1,2,2,4,3,3,1,2,3,1,2,1,2,1,1,3,1,1,
459,IT,,,,,66,,88,5,4,2,2,1,4,2,4,2,5,5,5,3,3,5,1,3,3,3,2,5,
550,IT,,,,,77,,5,3,3,3,3,3,3,3,2,3,4,4,1,4,3,6,3,3,3,3,3,5,
551,IT,,,,,7,,6,4,5,2,2,2,3,2,4,2,4,3,3,3,1,6,3,2,2,3,3,4,
552,IT,,,,,8,,8,1,4,2,2,1,3,2,1,2,3,3,2,1,1,3,2,4,1,1,1,3,
555,IT,,,,,77,,77,3,4,3,2,1,3,3,2,2,3,3,2,2,1,4,2,1,2,2,2,3,
561,IT,,,,,7,,2,3,2,2,2,2,3,3,3,3,3,3,3,3,7,5,3,3,2,2,2,3,
576,IT,,,,,1,,3,2,3,3,1,1,3,4,3,4,3,2,2,1,2,4,2,2,2,2,2,2,
588,IT,,,,,7,,5,3,5,3,4,3,4,2,3,2,5,3,3,4,3,5,3,3,3,2,3,4,
590,IT,,,,,1,,3,2,3,2,2,2,3,4,3,3,3,2,2,2,2,3,2,2,2,1,2,3,
596,IT,,,,,66,,77,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
604,IT,,,,,66,,77,3,4,3,2,1,4,3,3,4,4,1,1,3,1,4,2,2,1,2,1,4,
608,IT,,,,,9,,8,1,4,1,1,2,2,3,2,2,6,2,2,2,2,6,2,2,2,2,2,2,
623,IT,,,,,66,,3,4,3,4,3,2,6,4,3,4,6,3,4,3,2,6,2,2,2,3,3,6,
640,IT,,,,,1,,2,6,6,3,5,2,4,2,2,2,6,6,3,5,3,6,2,5,3,4,2,6,
651,IT,,,,,66,,88,3,4,3,3,2,3,3,3,3,5,3,2,3,3,5,2,3,3,3,3,4,
654,IT,,,,,66,,88,6,4,3,3,3,5,3,4,3,6,4,3,3,3,6,3,3,3,3,3,6,
678,IT,,,,,77,,88,1,5,2,2,2,3,2,2,2,2,2,1,1,2,5,2,2,2,2,2,4,
681,IT,,,,,77,,5,2,5,2,5,5,3,5,2,4,3,4,2,2,2,5,2,3,3,3,3,3,
682,IT,,,,,12,,1,3,4,1,4,2,2,1,2,2,4,4,3,3,3,4,3,4,2,1,4,4,
690,IT,,,,,66,,7,2,3,3,3,3,5,4,4,3,3,4,4,5,4,3,3,4,6,6,5,5,
695,IT,,,,,7,,5,4,4,2,4,1,4,4,3,2,4,2,2,2,1,5,2,3,3,2,3,4,
703,IT,,,,,66,,77,3,5,3,2,2,4,3,3,1,6,2,2,2,2,6,3,2,2,3,1,6,
747,IT,,,,,77,,77,2,4,2,4,2,2,3,2,2,4,2,2,2,2,4,2,2,2,2,2,2,
749,IT,,,,,14,,10,2,4,3,3,2,3,3,4,3,3,2,3,2,3,4,3,3,3,3,3,3,
753,IT,,,,,8,,8,4,3,3,3,2,6,3,3,3,6,3,3,3,2,6,3,2,2,2,2,6,
772,IT,,,,,8,,8,3,6,1,2,2,3,3,3,3,4,3,3,3,3,6,3,6,3,3,1,4,
791,IT,,,,,6,,2,3,5,2,2,3,5,3,3,2,5,2,4,3,3,4,3,1,2,2,3,4,
815,IT,,,,,1,,1,4,3,4,4,4,5,5,3,4,4,4,4,4,4,3,4,4,3,4,4,4,
817,IT,,,,,7,,5,3,5,3,4,1,1,1,1,1,1,4,1,4,5,4,3,4,1,1,1,4,
818,IT,,,,,9,,7,3,5,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,
844,IT,,,,,66,,88,1,5,1,4,2,4,3,3,6,6,3,3,3,2,6,3,5,2,2,2,2,
876,IT,,,,,77,,5,2,3,4,2,1,3,3,2,4,5,4,3,3,4,4,3,3,5,2,3,2,
888,IT,,,,,9,,8,3,4,2,3,2,4,2,2,2,4,1,1,2,2,5,2,1,2,2,2,3,
901,IT,,,,,1,,4,1,4,1,2,5,1,3,2,2,4,2,2,2,3,2,2,2,2,2,2,1,
984,IT,,,,,6,,1,3,3,2,2,2,2,3,2,1,2,2,2,3,2,3,2,1,1,2,3,1,
999,IT,,,,,66,,77,7,7,7,7,7,7,8,8,8,8,8,8,8,8,3,3,4,3,3,3,3,
1023,IT,,,,,66,,3,2,3,2,2,2,1,3,2,2,2,3,1,1,2,2,2,2,2,2,3,2,
1028,IT,,,,,7,,77,3,2,2,1,2,6,3,3,3,5,3,3,3,3,5,2,1,3,2,3,5,
1029,IT,,,,,77,,7,2,3,4,3,4,4,3,4,3,4,4,3,3,4,4,3,2,4,3,4,4,
1063,IT,,,,,66,,88,3,3,3,4,3,3,4,3,2,2,2,3,3,3,3,2,2,3,4,3,3,
1071,IT,,,,,7,,5,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,
1078,IT,,,,,1,,2,2,6,1,1,1,4,2,2,2,2,4,2,2,2,5,2,2,2,2,2,5,
1084,IT,,,,,66,,88,2,2,2,3,1,3,4,4,3,3,2,2,3,1,3,2,1,3,1,1,3,
1119,IT,,,,,7,,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
1121,IT,,,,,66,,3,1,2,3,1,2,3,2,3,4,3,2,2,2,1,3,2,2,2,2,2,3,
1124,IT,,,,,66,,77,3,5,2,3,2,2,3,2,3,4,4,3,3,2,5,3,2,2,2,1,3,
1133,IT,,,,,1,,3,8,7,7,7,3,5,5,5,7,7,7,7,7,1,7,6,6,6,1,6,6,
1203,IT,,,,,7,,5,4,4,3,3,3,4,5,4,3,4,3,4,3,3,4,4,4,3,3,3,3,
1207,IT,,,,,7,,3,2,3,2,2,1,3,4,3,3,3,2,2,2,1,3,2,2,2,1,2,3,
1208,IT,,,,,77,,2,2,5,1,6,3,4,3,2,3,3,3,3,3,2,4,3,4,2,1,3,3,
1232,IT,,,,,77,,7,4,5,3,4,3,3,4,2,5,5,2,4,4,3,5,4,5,2,2,3,3,
1240,IT,,,,,88,,10,2,4,4,4,2,1,2,3,2,5,1,1,1,1,2,2,4,1,1,1,1,
1292,IT,,,,,7,,7,4,5,5,3,4,3,3,4,4,4,5,5,3,4,4,5,5,3,4,4,3,
1310,IT,,,,,77,,4,3,5,3,4,4,4,3,3,3,4,2,3,4,3,4,4,4,3,3,3,4,
1313,IT,,,,,9,,7,4,4,4,4,3,6,4,4,4,6,4,5,5,2,6,4,2,4,1,1,6,
1314,IT,,,,,66,,5,8,4,3,8,1,4,8,8,1,6,8,2,8,3,6,2,1,2,2,1,8,
1326,IT,,,,,66,,88,8,4,5,4,3,2,5,5,4,7,7,5,6,6,6,4,6,2,3,4,8,
1342,IT,,,,,1,,1,2,3,2,2,2,2,3,3,3,2,2,2,2,2,4,3,2,2,3,3,2,
1380,IT,,,,,1,,3,4,4,3,1,2,4,2,3,1,5,2,2,2,2,4,2,2,2,1,1,4,
1413,IT,,,,,77,,6,2,4,2,3,2,4,4,4,4,4,3,1,1,1,5,2,2,2,1,2,4,
1418,IT,,,,,7,,6,2,7,3,3,3,2,3,3,3,3,3,3,2,3,4,3,5,2,2,4,4,
1421,IT,,,,,77,,77,4,4,4,4,4,4,3,5,4,4,4,4,3,4,4,4,4,4,4,4,4,
1428,IT,,,,,66,,3,3,4,3,2,5,3,3,4,2,4,3,3,1,1,2,2,2,2,4,3,5,
1495,IT,,,,,77,,4,4,4,3,2,3,6,2,4,1,6,3,3,4,3,6,4,3,4,3,4,4,
1507,IT,,,,,66,,4,1,4,2,1,1,3,3,2,4,3,1,2,1,2,3,2,2,2,1,4,3,
1514,IT,,,,,66,,4,2,3,1,1,1,1,2,2,2,1,2,2,2,2,4,2,2,1,1,2,2,
1532,IT,,,,,1,,3,4,4,1,2,2,4,3,3,2,5,1,2,3,4,6,2,3,1,2,1,5,
1533,IT,,,,,66,,77,8,8,8,8,8,8,7,3,2,7,2,1,6,1,3,3,8,4,1,1,4,
1556,IT,,,,,77,,6,3,4,2,4,1,3,3,3,3,5,4,3,5,1,6,2,2,2,2,1,6,
1568,IT,,,,,66,,77,3,2,3,1,2,4,2,3,1,4,2,2,2,2,4,2,1,2,2,1,3,
1581,IT,,,,,77,,77,2,4,1,2,1,1,2,3,2,3,3,3,2,1,3,2,6,2,2,2,2,
1600,IT,,,,,8,,10,6,6,4,3,1,5,2,3,2,5,5,3,5,2,6,2,3,2,2,2,5,
1639,IT,,,,,77,,77,6,3,4,3,3,2,2,2,3,3,2,3,2,3,2,3,3,2,3,3,4,
1663,IT,,,,,8,,10,4,6,2,2,2,4,1,2,4,4,3,3,3,2,6,3,1,1,2,2,3,
1672,IT,,,,,2,,0,2,4,3,3,3,4,8,3,3,3,3,3,1,1,3,3,3,3,1,1,1,
1694,IT,,,,,12,,0,1,4,1,1,1,1,6,2,3,2,1,2,2,3,1,2,1,1,1,4,2,
1722,IT,,,,,77,,77,4,3,3,3,2,3,2,3,4,3,2,4,2,1,4,3,1,3,3,3,4,
1771,IT,,,,,66,,5,2,5,2,3,4,4,4,2,2,4,2,1,3,3,5,5,5,2,2,2,4,
1788,IT,,,,,77,,88,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
1822,IT,,,,,66,,4,6,6,2,8,1,2,3,8,1,6,3,8,7,3,6,3,8,4,2,1,6,
1861,IT,,,,,66,,6,2,3,2,2,2,3,3,2,3,3,3,3,2,2,4,3,2,2,2,2,4,
1897,IT,,,,,66,,77,2,6,1,2,1,3,1,3,3,6,2,3,1,1,6,3,2,3,1,1,6,
1944,IT,,,,,1,,4,5,5,3,4,3,5,4,4,3,6,4,3,5,4,6,4,5,3,3,2,6,
1974,IT,,,,,77,,4,1,1,1,1,2,1,5,1,5,5,1,1,1,2,6,2,2,2,2,3,6,
1982,IT,,,,,8,,5,2,5,3,2,2,2,1,2,1,3,4,2,2,1,3,2,2,1,1,1,1,
2008,IT,,,,,77,,7,1,6,2,2,1,3,2,2,3,5,3,3,3,2,6,2,3,2,1,3,5,
2009,IT,,,,,66,,5,3,5,1,4,1,4,1,3,1,6,4,1,2,1,6,1,5,1,1,1,6,
2053,IT,,,,,1,,4,3,4,1,3,3,1,3,1,3,4,1,1,1,3,4,3,4,3,1,1,3,
2074,IT,,,,,88,,5,2,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,1,2,2,
2128,IT,,,,,66,,77,5,3,4,4,1,2,2,1,2,2,2,2,3,1,4,3,2,2,1,2,4,
2133,IT,,,,,9,,7,2,4,2,3,3,3,3,3,2,3,3,2,2,2,4,2,3,3,3,3,2,
2149,IT,,,,,66,,7,4,4,3,2,1,3,4,2,4,4,1,2,2,1,4,2,2,2,2,4,4,
2181,IT,,,,,77,,5,1,6,1,4,3,1,1,1,1,4,1,1,1,3,5,6,4,1,1,4,1,
2203,IT,,,,,66,,5,4,4,2,2,1,4,4,3,4,3,3,2,3,2,6,3,3,2,1,3,4,
2208,IT,,,,,1,,5,3,4,2,4,3,3,2,2,3,3,3,2,2,2,4,3,3,3,2,3,4,
2235,IT,,,,,8,,7,1,2,2,2,1,1,2,1,1,2,1,1,1,1,3,2,1,1,1,2,2,
2244,IT,,,,,1,,10,2,6,1,4,1,3,5,1,3,3,2,2,4,3,4,3,4,2,3,1,3,
2245,IT,,,,,1,,4,4,4,3,5,3,4,4,5,4,3,6,4,5,3,6,4,4,3,4,2,6,
2248,IT,,,,,7,,2,4,4,2,3,2,3,4,4,3,4,3,3,3,2,4,2,2,2,2,2,5,
2253,IT,,,,,1,,3,3,6,2,4,3,4,3,3,3,4,2,3,4,5,4,3,3,3,3,3,4,
2308,IT,,,,,66,,77,3,4,2,3,1,3,2,3,3,4,1,2,2,2,5,2,2,2,2,2,6,
2324,IT,,,,,66,,8,3,2,2,2,1,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,
2363,IT,,,,,77,,88,3,6,8,3,3,6,1,5,1,6,3,1,4,3,6,3,1,1,3,1,6,
2389,IT,,,,,66,,8,3,5,2,2,3,3,3,2,2,4,4,3,2,3,5,2,3,2,2,1,4,
2409,IT,,,,,77,,5,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,
2450,IT,,,,,66,,10,8,8,8,8,8,8,8,8,8,8,8,8,2,8,4,4,6,3,5,5,8,
2454,IT,,,,,9,,10,1,5,1,1,1,4,2,2,1,4,1,1,1,1,5,1,1,1,1,1,4,
2458,IT,,,,,77,,5,2,3,1,1,2,2,5,1,1,1,1,1,1,1,4,2,1,1,1,3,4,
2481,IT,,,,,7,,7,3,2,2,3,3,3,2,2,2,3,3,2,2,2,3,2,2,2,2,2,3,
2501,IT,,,,,7,,5,2,4,2,2,2,2,3,2,3,2,1,3,3,1,5,1,1,2,2,2,5,
2503,IT,,,,,66,,6,4,5,3,4,2,3,3,3,3,5,3,3,4,2,6,2,3,3,3,3,6,
2504,IT,,,,,1,,7,2,6,3,5,2,2,3,3,5,5,3,3,3,3,5,4,6,3,3,3,3,
2544,IT,,,,,7,,5,1,4,3,2,4,2,4,2,4,3,2,2,2,4,3,2,4,2,2,2,2,
2553,IT,,,,,66,,6,6,4,1,3,2,6,6,2,1,6,2,3,3,3,6,3,2,3,2,2,7,
2620,IT,,,,,66,,88,8,4,1,3,1,3,3,1,2,3,4,1,3,1,5,3,2,1,1,3,3,
2629,IT,,,,,2,,4,8,4,4,8,5,5,5,4,4,4,5,5,6,5,5,5,2,2,2,3,4,
2633,IT,,,,,77,,77,3,3,3,8,2,2,8,2,2,5,2,2,8,2,6,8,3,2,2,2,5,
2651,IT,,,,,66,,88,5,4,2,3,2,3,3,3,2,4,1,3,3,2,4,2,3,2,1,3,3,
2680,IT,,,,,66,,6,5,5,3,4,2,6,3,4,3,5,5,3,5,3,6,3,3,4,3,2,6,
2692,IT,,,,,66,,3,4,4,3,2,1,4,2,3,2,4,3,2,3,2,5,3,2,2,2,2,2,
2710,IT,,,,,77,,5,2,4,2,2,1,2,2,2,1,3,2,2,1,1,3,2,4,2,5,2,2,
2756,IT,,,,,7,,2,4,3,1,4,2,4,2,3,3,6,3,2,3,1,6,3,3,2,2,2,5,
2771,IT,,,,,66,,6,3,3,3,2,2,3,4,3,3,3,2,2,2,3,3,3,2,2,2,2,3,
2785,IT,,,,,7,,5,4,3,3,3,3,3,4,3,3,4,3,3,4,3,4,3,2,4,3,2,4,
2802,IT,,,,,8,,9,2,6,1,4,1,2,1,2,1,3,3,1,3,1,6,1,5,1,1,1,4,
2817,IT,,,,,66,,88,3,4,2,2,2,3,2,2,2,3,3,2,2,2,4,2,2,2,2,2,2,
2822,IT,,,,,1,,3,2,3,3,1,2,3,3,2,3,3,1,2,1,2,3,1,2,2,2,2,3,
2855,IT,,,,,77,,5,2,6,1,4,5,3,3,1,1,4,1,2,1,1,4,1,3,1,1,1,4,
2860,IT,,,,,7,,6,3,5,3,3,3,3,3,3,3,3,3,3,2,1,5,2,3,2,2,2,2,
2867,IT,,,,,66,,8,2,2,2,3,2,4,3,4,3,3,3,4,8,2,4,4,8,4,4,3,3,
2869,IT,,,,,66,,5,4,5,2,3,2,2,2,3,2,4,4,2,3,3,5,2,2,2,2,2,5,
2882,IT,,,,,9,,9,2,4,2,4,1,2,4,4,2,5,1,1,1,1,6,2,3,1,1,2,4,
2884,IT,,,,,66,,0,1,6,2,3,4,2,3,2,2,6,3,3,2,4,6,3,3,3,2,3,6,
2894,IT,,,,,9,,7,6,3,3,1,2,2,3,4,3,5,2,2,3,3,6,4,4,3,3,4,5,
2898,IT,,,,,77,,88,2,4,2,4,2,4,2,2,2,4,4,3,8,2,4,2,4,2,1,1,4,
2918,IT,,,,,7,,5,2,3,1,4,2,2,8,3,3,2,3,4,2,1,3,4,3,3,1,5,3,
2922,IT,,,,,66,,8,4,5,5,5,1,5,4,3,2,6,3,4,3,2,6,2,2,1,3,2,6,
2937,IT,,,,,66,,77,3,2,3,1,2,3,3,2,3,3,2,2,1,2,3,2,2,3,2,2,3,
2961,IT,,,,,1,,2,3,4,3,4,1,4,2,2,1,8,2,2,8,8,4,3,2,1,8,1,4,
2966,IT,,,,,77,,9,3,3,3,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,5,5,5,
2976,IT,,,,,66,,77,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
2990,IT,,,,,77,,5,3,3,3,3,3,4,3,3,4,4,3,3,3,2,4,3,3,2,2,2,2,
3006,IT,,,,,9,,6,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,5,
3031,IT,,,,,66,,6,2,5,2,4,2,2,2,3,2,2,1,2,4,2,1,2,4,3,2,2,2,
3036,IT,,,,,66,,77,4,3,3,2,2,3,2,5,4,2,2,3,2,5,4,4,2,2,4,2,2,
3046,IT,,,,,7,,10,2,4,2,2,1,3,2,2,1,1,3,2,2,1,6,2,3,1,1,2,2,
3132,IT,,,,,1,,3,3,3,2,2,1,2,3,2,2,3,1,3,2,1,4,3,3,2,2,2,1,
3138,IT,,,,,7,,4,3,4,3,2,1,1,2,2,2,2,1,3,1,1,4,2,1,1,1,2,2,
3142,IT,,,,,1,,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
3152,IT,,,,,1,,6,8,7,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3159,IT,,,,,77,,4,3,5,1,3,1,4,2,2,2,4,2,2,2,1,6,1,2,2,1,2,4,
3173,IT,,,,,66,,4,2,5,1,4,2,3,2,2,2,5,3,2,3,1,5,2,4,2,2,2,3,
3182,IT,,,,,7,,5,2,3,2,1,1,3,3,3,4,3,1,1,2,1,3,2,2,2,2,3,3,
3205,IT,,,,,66,,8,5,3,4,2,3,2,3,5,3,3,2,2,2,1,3,2,2,3,2,4,4,
3266,IT,,,,,7,,7,2,3,2,1,1,2,3,2,5,2,2,3,1,1,3,3,2,2,2,4,3,
3269,IT,,,,,77,,4,3,5,1,2,1,3,2,2,2,6,2,2,2,1,6,2,1,2,1,1,5,
3300,IT,,,,,7,,5,2,2,2,2,3,3,5,5,3,3,3,5,3,5,3,4,3,3,4,4,3,
3305,IT,,,,,1,,4,3,4,3,3,4,3,4,3,4,3,4,2,2,2,3,1,2,2,2,2,2,
3306,IT,,,,,7,,88,3,6,1,3,1,3,3,2,2,6,3,2,3,1,6,2,2,2,2,3,5,
3326,IT,,,,,66,,88,3,4,3,2,2,3,2,3,2,5,3,2,3,2,4,3,3,3,2,2,5,
3332,IT,,,,,66,,6,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,2,2,3,3,3,
3336,IT,,,,,77,,5,2,3,3,2,1,1,3,2,2,2,1,1,2,1,2,1,1,1,1,1,2,
3362,IT,,,,,7,,5,2,4,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,
3382,IT,,,,,9,,7,3,6,1,4,2,2,2,2,2,4,1,1,3,1,6,1,2,1,1,1,3,
3383,IT,,,,,77,,88,2,2,1,1,1,2,3,1,3,3,2,1,1,1,4,2,1,1,1,1,2,
3442,IT,,,,,7,,88,2,4,2,2,1,1,2,1,1,5,2,2,2,1,4,3,5,2,1,1,4,
3448,IT,,,,,77,,6,1,3,4,2,1,2,3,2,1,3,3,2,2,1,3,1,1,1,1,1,3,
3451,IT,,,,,8,,7,3,4,2,3,1,4,2,5,2,3,4,2,2,1,4,2,1,2,3,2,3,
3467,IT,,,,,7,,3,3,4,2,3,3,2,4,3,2,4,4,2,3,2,3,3,2,3,4,2,3,
3486,IT,,,,,77,,77,1,4,1,1,1,2,2,1,2,4,1,2,1,1,6,1,1,2,1,1,3,
3499,IT,,,,,66,,6,3,6,6,6,4,3,4,3,3,6,3,3,3,2,5,4,3,4,3,3,4,
3500,IT,,,,,7,,88,4,4,3,2,3,3,3,3,3,2,3,3,2,3,4,3,3,3,3,4,3,
3502,IT,,,,,77,,88,3,4,4,4,3,4,3,4,2,2,2,2,2,3,5,3,2,2,2,2,2,
3507,IT,,,,,7,,10,1,7,2,2,2,4,1,1,1,6,1,1,1,1,6,1,2,2,1,1,6,
3514,IT,,,,,7,,7,3,4,4,4,2,3,4,3,3,4,4,3,3,3,4,3,4,4,3,3,4,
3607,IT,,,,,77,,5,2,4,1,2,2,3,2,2,2,3,2,2,2,1,3,2,2,2,2,1,2,
3642,IT,,,,,7,,3,2,3,1,1,1,2,2,1,1,2,2,2,2,2,3,1,1,1,1,1,2,
3666,IT,,,,,66,,5,1,3,2,3,1,2,5,3,3,3,1,4,3,2,2,2,2,1,4,3,3,
3679,IT,,,,,9,,7,3,4,2,1,1,4,3,3,2,4,2,2,1,1,4,2,1,2,1,1,4,
3706,IT,,,,,66,,88,8,5,2,2,2,6,6,3,2,7,5,4,3,3,6,1,2,2,3,1,6,
3707,IT,,,,,66,,88,2,2,2,2,3,4,3,3,2,3,3,3,2,3,5,2,2,2,3,2,3,
3712,IT,,,,,66,,88,4,4,3,3,1,4,2,3,2,5,1,2,2,1,5,2,1,1,1,2,4,
3728,IT,,,,,77,,5,2,2,2,2,2,3,3,3,2,2,2,2,3,3,6,3,3,3,3,3,3,
3737,IT,,,,,66,,6,3,4,2,3,2,4,4,4,3,3,3,2,2,2,6,2,2,2,3,2,4,
3776,IT,,,,,66,,88,3,4,3,3,3,2,3,4,8,8,8,3,3,2,5,3,2,2,3,8,3,
3784,IT,,,,,7,,6,4,3,3,4,2,5,4,2,5,5,4,2,4,2,5,2,3,3,2,1,5,
3788,IT,,,,,7,,8,3,4,1,2,2,2,1,1,1,4,3,1,2,2,4,1,2,1,1,1,4,
3799,IT,,,,,77,,8,2,4,4,1,2,1,4,1,2,3,4,1,4,1,6,1,2,1,1,1,3,
3815,IT,,,,,77,,88,1,5,2,2,1,1,1,2,1,5,4,2,2,1,6,4,1,1,2,2,3,
3817,IT,,,,,77,,6,3,4,3,3,3,3,3,3,3,3,3,2,3,3,4,1,2,1,1,1,3,
3819,IT,,,,,9,,7,1,2,2,2,1,4,1,2,3,2,1,2,2,2,3,2,2,1,1,1,2,
3828,IT,,,,,9,,8,2,4,2,3,1,2,1,3,1,3,2,1,1,1,5,2,1,1,2,1,1,
3834,IT,,,,,77,,10,3,3,2,2,1,4,3,2,3,4,3,2,1,2,5,2,3,1,2,3,5,
3845,IT,,,,,66,,5,5,4,1,2,1,4,4,2,2,4,1,2,2,1,6,1,1,2,3,2,6,
3930,IT,,,,,8,,7,4,4,3,3,3,3,3,3,4,5,3,3,3,3,6,3,3,3,3,4,5,
3938,IT,,,,,66,,5,5,5,3,2,2,4,4,2,2,6,1,3,5,1,6,2,2,3,3,3,6,
3984,IT,,,,,66,,5,1,4,2,2,1,2,3,1,2,4,1,1,1,2,5,1,1,1,1,4,4,
3985,IT,,,,,7,,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,1,
4017,IT,,,,,9,,7,3,4,1,2,1,1,1,2,3,5,1,3,2,1,4,2,2,2,3,2,3,
4032,IT,,,,,7,,3,2,3,2,2,3,3,2,3,3,3,3,2,2,2,3,3,4,4,3,3,3,
4033,IT,,,,,7,,3,6,7,3,3,2,4,4,4,7,7,5,4,4,8,6,5,4,5,4,3,4,
4050,IT,,,,,66,,4,3,4,3,3,3,3,4,3,3,3,3,3,3,3,4,3,4,3,3,3,4,
4084,IT,,,,,1,,3,3,4,3,3,3,4,2,3,3,4,1,3,3,2,5,4,1,3,1,5,3,
4099,IT,,,,,66,,5,2,3,1,1,1,1,2,3,1,3,1,2,1,1,1,1,1,1,2,1,2,
4102,IT,,,,,7,,88,3,6,1,4,1,3,6,2,1,6,3,3,3,1,6,2,6,2,1,1,6,
4136,IT,,,,,77,,5,3,5,2,2,2,2,3,3,2,5,2,2,4,2,6,3,3,3,3,2,2,
4139,IT,,,,,2,,4,2,4,1,3,2,4,3,1,1,4,2,1,2,1,4,1,1,2,1,2,3,
4156,IT,,,,,1,,3,1,6,2,5,3,2,5,1,1,2,2,2,4,1,6,2,1,1,1,2,3,
4179,IT,,,,,7,,4,2,3,2,1,2,2,3,2,3,3,2,2,2,2,3,2,1,2,1,2,3,
4254,IT,,,,,10,,7,2,1,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,3,3,3,3,
4257,IT,,,,,7,,6,4,4,1,3,1,4,1,1,1,4,4,2,1,1,6,1,2,1,1,1,4,
4270,IT,,,,,9,,7,2,4,8,2,1,1,1,4,4,3,1,1,2,1,3,3,1,1,2,2,1,
4285,IT,,,,,1,,4,6,6,1,5,1,6,1,2,2,6,2,2,5,4,6,1,1,2,2,1,6,
4292,IT,,,,,66,,5,3,4,2,2,2,2,2,3,3,3,3,3,3,1,4,3,2,1,1,1,3,
4306,IT,,,,,9,,7,4,3,8,3,3,3,2,3,8,3,3,2,3,1,4,2,3,2,3,4,3,
4360,IT,,,,,7,,6,2,5,2,2,2,3,2,2,3,3,2,2,2,2,6,3,4,3,2,2,3,
4375,IT,,,,,7,,5,2,6,1,1,1,2,6,1,1,6,2,2,2,1,3,2,2,1,1,1,6,
4436,IT,,,,,9,,7,4,4,2,5,5,4,2,2,2,4,4,4,4,4,4,2,4,2,1,2,3,
4485,IT,,,,,77,,5,3,6,3,5,3,3,3,3,3,4,3,3,3,3,6,3,3,3,3,2,2,
4526,IT,,,,,2,,2,4,6,1,5,6,2,2,1,1,6,3,1,1,6,4,3,3,2,1,4,4,
4547,IT,,,,,13,,10,1,8,2,8,4,3,8,2,3,4,1,3,2,7,8,5,4,8,1,5,4,
4551,IT,,,,,1,,1,3,5,1,4,3,3,3,3,2,3,1,2,3,3,3,3,4,1,1,4,3,
4566,IT,,,,,7,,8,3,3,1,1,1,3,1,2,2,3,1,1,1,1,4,2,1,3,1,1,1,
4575,IT,,,,,1,,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,4,2,2,2,2,2,4,
4588,IT,,,,,77,,5,2,3,3,3,3,4,3,3,3,2,1,3,2,2,3,2,3,3,2,3,1,
4602,IT,,,,,66,,3,3,5,3,4,5,3,3,3,3,4,3,3,3,3,5,2,3,3,3,4,4,
4609,IT,,,,,66,,3,2,3,2,1,1,3,4,2,3,3,2,2,1,1,3,3,2,1,1,3,2,
4629,IT,,,,,66,,88,1,5,1,1,1,1,6,8,1,4,1,2,2,6,1,2,4,1,2,4,1,
