idno,cntry,prtvede1,prtvede2,prtvtdfr,prtvtfhu,prtvtcit,prtvtdpl,lrscale,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,
4632,IT,,,,,7,,77,1,6,1,3,5,3,3,4,4,6,1,3,1,5,4,5,3,3,1,4,5,
4664,IT,,,,,77,,8,3,3,3,3,2,3,4,3,3,3,3,2,1,2,2,2,2,2,2,3,3,
4692,IT,,,,,4,,6,3,6,6,6,5,5,5,4,4,3,3,3,4,3,4,4,3,3,3,4,4,
4705,IT,,,,,66,,88,4,3,1,1,1,3,3,2,1,8,1,2,2,1,6,2,1,1,1,1,3,
4727,IT,,,,,7,,88,1,5,1,1,1,1,3,2,1,3,1,1,1,1,2,1,3,1,1,2,3,
4733,IT,,,,,77,,5,2,4,2,2,2,4,3,2,2,4,2,2,2,3,2,2,2,2,2,3,5,
4756,IT,,,,,7,,3,3,5,3,3,1,3,3,8,3,4,1,3,3,2,6,3,4,3,2,2,4,
4765,IT,,,,,7,,77,5,5,3,5,5,5,3,3,3,4,2,3,3,2,5,3,3,4,3,2,4,
4771,IT,,,,,9,,10,1,1,3,1,1,1,1,2,2,1,1,3,2,1,1,1,2,1,1,1,1,
4818,IT,,,,,9,,6,2,6,3,8,3,3,3,3,1,6,1,2,8,1,4,4,4,3,3,3,6,
4819,IT,,,,,7,,5,2,4,2,3,1,3,4,3,1,3,1,3,1,1,4,1,1,1,1,1,3,
4820,IT,,,,,66,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
4830,IT,,,,,9,,7,2,4,2,2,2,1,4,3,3,1,1,3,2,2,2,2,1,2,1,3,2,
4850,IT,,,,,66,,3,1,1,1,2,2,2,5,5,2,3,2,2,2,2,5,1,2,2,1,1,5,
4859,IT,,,,,77,,7,3,4,2,2,3,1,2,2,2,3,2,2,3,2,3,3,4,1,2,4,3,
4860,IT,,,,,7,,88,3,4,2,4,2,4,3,3,2,4,1,2,2,1,4,2,2,2,2,1,3,
4886,IT,,,,,7,,3,3,4,2,3,1,3,3,2,2,4,3,2,2,1,4,2,2,2,1,2,4,
4921,IT,,,,,66,,6,4,4,4,4,4,4,4,4,4,4,3,3,4,3,5,4,3,3,3,3,5,
4963,IT,,,,,77,,77,3,3,2,1,1,3,6,3,3,3,1,3,1,2,4,3,1,1,1,5,3,
4978,IT,,,,,9,,10,2,4,2,1,4,2,2,3,3,2,2,3,3,1,3,3,1,2,2,3,3,
4990,IT,,,,,7,,4,2,4,3,2,1,2,2,2,3,2,1,2,1,1,2,2,2,2,2,2,2,
4995,IT,,,,,88,,6,4,3,1,3,1,3,1,3,1,3,2,2,2,1,6,1,1,1,1,1,3,
5014,IT,,,,,1,,3,1,4,1,2,1,2,1,2,2,3,2,1,2,1,3,1,2,1,1,1,4,
5059,IT,,,,,77,,77,3,5,5,6,5,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,
5079,IT,,,,,66,,5,1,6,1,4,2,2,2,4,2,5,2,4,1,2,5,4,4,4,3,4,4,
5084,IT,,,,,77,,5,3,5,2,4,2,2,2,2,3,5,2,2,3,2,4,2,4,2,3,2,4,
5107,IT,,,,,1,,1,3,4,3,3,3,3,3,2,2,4,3,2,3,3,4,3,3,2,2,2,3,
5112,IT,,,,,7,,8,3,4,4,4,3,3,3,3,3,4,4,4,3,4,3,3,4,4,4,5,4,
5124,IT,,,,,77,,3,4,5,3,3,3,5,4,4,2,6,3,3,3,6,5,3,2,2,3,3,6,
5143,IT,,,,,13,,7,5,4,5,2,2,5,2,2,2,2,1,2,5,2,2,5,5,2,3,2,2,
5149,IT,,,,,66,,88,4,2,3,3,2,2,4,3,4,4,3,3,2,2,3,3,3,3,3,3,3,
5157,IT,,,,,77,,6,2,2,2,3,4,3,3,3,3,3,4,3,3,1,3,2,2,3,3,3,3,
5162,IT,,,,,77,,5,4,4,4,3,3,4,3,3,3,4,4,3,3,4,4,3,4,3,3,3,4,
5194,IT,,,,,66,,77,5,6,2,2,4,5,5,3,2,6,4,1,2,1,6,2,2,2,1,1,7,
5268,IT,,,,,9,,8,3,3,3,4,4,3,4,4,3,3,3,4,3,3,4,4,4,3,3,4,3,
5269,IT,,,,,1,,10,2,5,3,3,1,3,1,3,1,4,3,1,2,1,6,1,6,1,1,1,1,
5280,IT,,,,,77,,5,1,5,1,2,1,4,2,1,1,4,4,1,4,1,6,1,5,2,1,2,4,
5297,IT,,,,,7,,88,3,5,3,4,1,5,4,3,1,4,3,1,4,1,2,6,3,1,1,1,5,
5306,IT,,,,,9,,6,3,2,3,3,2,3,2,2,2,2,3,3,3,3,5,3,3,3,3,3,4,
5315,IT,,,,,1,,3,1,3,2,2,2,1,1,2,4,3,2,2,2,1,4,2,1,1,1,3,3,
5326,IT,,,,,77,,4,3,3,3,3,4,4,3,3,3,4,2,1,2,1,4,3,3,2,2,2,2,
5333,IT,,,,,77,,7,2,4,3,2,2,2,3,1,1,2,2,2,2,2,1,1,1,1,1,1,2,
5337,IT,,,,,66,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
5342,IT,,,,,6,,3,2,5,4,4,3,3,3,3,3,3,3,2,3,2,4,3,3,2,2,6,4,
5351,IT,,,,,66,,88,3,2,2,2,2,2,2,1,1,3,1,1,1,1,3,1,1,1,1,1,3,
5386,IT,,,,,7,,3,4,4,2,4,2,5,2,2,1,5,2,3,4,1,5,1,1,2,1,2,4,
5402,IT,,,,,66,,4,2,4,1,3,2,2,2,1,2,3,2,2,2,1,4,2,2,2,1,2,3,
5410,IT,,,,,1,,2,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,
5418,IT,,,,,1,,0,4,5,2,3,2,6,3,3,2,6,4,4,5,4,5,2,2,3,3,3,6,
5442,IT,,,,,66,,6,3,5,2,3,2,3,2,2,2,2,3,3,3,3,3,2,2,2,2,3,2,
5454,IT,,,,,1,,4,3,4,2,2,2,3,2,3,2,4,3,2,2,2,4,2,2,2,2,2,3,
5460,IT,,,,,66,,77,3,6,3,3,2,6,4,2,1,4,5,3,5,3,6,3,4,3,2,1,5,
5491,IT,,,,,77,,5,2,5,2,4,2,2,2,2,3,4,3,3,3,2,4,4,4,3,3,3,3,
5501,IT,,,,,77,,77,3,3,3,4,3,5,3,4,3,5,3,3,4,3,5,3,3,4,4,3,5,
5522,IT,,,,,66,,77,3,4,2,2,1,6,2,3,1,6,4,1,1,1,4,2,4,2,4,1,6,
5526,IT,,,,,7,,5,2,3,3,2,2,2,2,3,3,2,2,2,1,2,2,3,2,1,2,3,2,
5527,IT,,,,,77,,77,1,4,2,1,1,3,3,1,1,4,1,1,1,3,4,1,1,1,1,3,3,
5534,IT,,,,,88,,7,5,5,2,2,2,2,4,3,2,6,2,2,1,1,6,2,6,2,2,1,6,
5541,IT,,,,,66,,5,3,5,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,
5580,IT,,,,,66,,77,8,5,1,3,3,4,8,3,3,6,3,3,3,2,6,8,3,8,3,2,4,
5585,IT,,,,,77,,77,2,5,1,1,1,2,2,2,2,4,4,4,2,1,4,3,3,3,3,1,3,
5596,IT,,,,,66,,8,4,4,3,2,2,2,6,2,2,5,1,3,2,2,4,2,2,2,2,2,2,
5599,IT,,,,,66,,88,3,2,3,3,3,2,3,5,4,3,3,3,3,3,2,4,3,4,4,3,2,
5644,IT,,,,,66,,88,2,2,5,5,2,3,3,5,4,3,2,4,3,2,4,2,2,3,3,4,4,
5673,IT,,,,,7,,7,2,3,2,2,3,3,4,4,3,3,3,4,2,2,3,4,3,2,3,3,2,
5715,IT,,,,,77,,88,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
5724,IT,,,,,77,,4,1,4,2,1,1,1,2,2,2,2,2,1,1,2,4,2,2,1,1,2,2,
5772,IT,,,,,66,,4,4,4,3,4,2,4,2,3,3,4,3,2,4,2,5,2,2,2,3,2,5,
5778,IT,,,,,9,,7,3,4,3,3,2,3,4,3,4,4,3,3,3,1,4,2,2,1,1,2,4,
5779,IT,,,,,77,,77,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
5800,IT,,,,,77,,6,3,4,3,3,3,3,4,3,3,4,3,3,3,2,3,3,4,4,4,3,5,
5835,IT,,,,,77,,5,2,4,2,3,1,4,2,2,2,4,3,3,2,2,5,3,2,2,1,2,4,
5856,IT,,,,,66,,77,7,6,3,7,3,8,3,8,3,6,8,3,8,3,6,8,3,3,8,1,6,
5888,IT,,,,,77,,77,1,4,1,1,1,4,1,1,1,4,1,1,1,1,3,1,1,1,1,1,1,
5960,IT,,,,,77,,5,3,4,2,3,1,4,2,2,2,5,2,2,3,3,5,2,3,2,3,1,4,
6005,IT,,,,,66,,5,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,1,
6015,IT,,,,,66,,4,4,4,3,3,3,4,3,4,3,5,5,3,5,3,5,4,5,3,3,2,6,
6028,IT,,,,,7,,4,3,3,2,2,2,2,2,2,1,4,2,2,2,2,4,2,2,1,1,2,4,
6050,IT,,,,,7,,8,2,6,3,6,4,5,5,3,4,5,2,3,6,2,6,4,6,3,3,2,6,
6056,IT,,,,,77,,77,1,6,1,4,2,4,2,1,1,5,4,1,4,2,5,4,6,1,1,1,5,
6095,IT,,,,,66,,77,1,3,2,2,1,2,2,2,2,3,2,3,2,2,4,1,1,1,1,1,2,
6106,IT,,,,,66,,8,2,5,2,4,2,1,2,1,1,2,1,2,2,1,3,3,4,2,2,4,3,
6143,IT,,,,,77,,8,2,5,3,4,1,4,4,4,1,6,1,1,2,1,6,2,2,2,2,2,6,
6149,IT,,,,,7,,5,6,6,3,6,3,6,6,3,3,6,3,2,3,3,6,2,1,1,1,1,6,
6170,IT,,,,,1,,2,3,4,2,3,2,2,4,3,4,5,2,3,3,3,4,4,4,3,1,2,4,
6182,IT,,,,,66,,88,2,2,2,2,3,3,2,1,2,1,2,2,2,2,2,2,3,3,3,3,1,
6209,IT,,,,,77,,6,1,3,3,2,1,2,4,4,4,2,2,3,2,1,2,2,1,1,1,2,3,
6232,IT,,,,,77,,7,3,5,3,3,1,3,1,2,2,4,2,1,2,1,6,1,3,1,1,1,4,
6241,IT,,,,,1,,0,6,5,1,5,1,6,2,2,3,6,1,3,6,1,6,1,8,1,1,1,5,
6262,IT,,,,,7,,8,3,3,2,2,2,3,2,4,3,3,1,1,2,2,3,4,4,1,1,3,2,
6273,IT,,,,,7,,3,1,2,2,1,1,3,2,2,2,2,1,2,1,1,3,2,1,2,1,1,2,
6333,IT,,,,,66,,88,8,4,2,2,2,4,2,4,2,3,8,3,3,3,6,2,2,3,8,1,4,
6348,IT,,,,,1,,6,4,4,1,3,1,2,4,1,3,2,1,2,3,2,2,4,4,1,2,3,2,
6365,IT,,,,,66,,88,1,2,2,2,1,1,2,3,3,1,3,2,1,2,3,2,2,1,2,4,1,
6406,IT,,,,,7,,6,3,4,2,3,1,2,2,2,4,2,2,2,2,3,3,3,1,2,3,2,2,
6408,IT,,,,,77,,77,3,4,2,4,3,4,3,2,1,3,2,2,2,2,3,3,4,2,3,3,2,
6413,IT,,,,,1,,2,4,5,2,2,2,5,4,2,2,3,4,2,2,2,5,2,2,2,1,2,3,
6418,IT,,,,,66,,77,4,3,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,3,3,3,3,
6428,IT,,,,,7,,5,2,3,1,1,1,2,4,2,3,3,3,2,1,1,4,2,2,2,1,3,2,
6452,IT,,,,,8,,9,2,4,2,2,2,2,2,4,3,5,3,3,2,3,6,3,1,1,3,3,6,
6475,IT,,,,,9,,7,3,4,5,3,4,4,4,3,4,4,4,3,3,3,4,3,3,3,2,3,3,
6479,IT,,,,,77,,88,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
6522,IT,,,,,66,,88,1,4,1,1,1,1,2,1,4,1,1,1,1,1,1,1,2,1,1,1,1,
6523,IT,,,,,7,,0,2,4,3,2,2,2,3,3,3,3,3,3,3,2,3,2,2,2,1,2,2,
6544,IT,,,,,66,,88,2,4,2,2,2,5,2,2,2,6,3,2,3,2,6,3,3,3,3,3,4,
6585,IT,,,,,14,,1,3,6,1,4,2,4,4,2,2,4,1,1,2,4,6,2,3,1,1,3,4,
6599,IT,,,,,1,,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
6663,IT,,,,,7,,3,3,2,2,2,1,4,4,3,3,2,1,2,2,1,1,2,2,2,2,4,3,
6671,IT,,,,,1,,6,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,2,2,2,2,2,2,
6686,IT,,,,,7,,88,1,3,1,1,1,1,5,2,2,2,1,3,1,1,3,1,1,1,2,2,3,
6699,IT,,,,,66,,3,1,1,1,6,1,2,2,2,2,2,1,1,3,2,2,2,2,3,3,3,4,
6707,IT,,,,,7,,4,3,4,1,2,1,3,1,2,2,5,1,3,1,1,5,1,1,2,1,1,4,
6718,IT,,,,,1,,5,1,5,1,1,1,2,3,2,2,3,1,2,3,1,4,1,1,2,1,1,4,
6811,IT,,,,,66,,8,2,5,2,5,1,1,1,3,1,6,2,1,5,1,6,2,3,1,1,1,5,
6843,IT,,,,,66,,4,5,5,4,4,6,5,4,4,4,4,3,3,6,6,5,5,6,6,6,6,4,
6853,IT,,,,,77,,5,3,4,3,4,1,3,1,3,2,2,2,2,3,2,6,2,2,2,2,2,3,
6859,IT,,,,,77,,77,1,4,2,2,3,2,4,2,1,4,3,1,1,1,4,4,1,1,1,1,2,
6883,IT,,,,,66,,88,2,3,3,2,1,3,3,2,3,3,2,3,3,3,3,3,3,3,4,3,3,
6892,IT,,,,,66,,3,4,5,2,8,3,5,2,5,4,5,2,1,4,3,5,4,3,2,2,1,5,
6932,IT,,,,,77,,77,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
7000,IT,,,,,66,,3,1,3,1,1,1,1,3,2,2,2,2,1,1,1,2,1,1,1,1,1,1,
7006,IT,,,,,9,,7,2,5,2,3,1,2,2,2,2,3,1,3,2,1,2,2,2,2,1,2,2,
7011,IT,,,,,77,,77,3,4,3,3,2,3,3,2,3,4,2,2,1,2,4,3,2,2,1,2,1,
7012,IT,,,,,9,,7,3,3,3,2,1,3,2,4,3,4,3,3,1,1,4,2,1,1,3,1,3,
7025,IT,,,,,7,,5,3,3,4,4,3,3,4,3,3,3,4,2,3,3,3,4,4,3,3,3,3,
7099,IT,,,,,1,,4,3,4,3,3,2,2,3,3,2,2,2,3,2,1,3,2,2,2,2,2,2,
7113,IT,,,,,77,,77,3,4,2,7,3,3,2,3,3,4,2,2,2,7,4,3,7,2,2,2,4,
7127,IT,,,,,66,,7,4,4,2,2,2,4,3,5,2,5,3,2,2,2,5,2,2,2,2,1,5,
7141,IT,,,,,66,,88,5,5,1,4,1,4,3,1,1,6,2,2,3,1,6,3,6,2,1,1,6,
7225,IT,,,,,66,,88,3,6,1,1,1,3,2,2,2,4,3,3,2,1,4,3,5,3,3,4,6,
7228,IT,,,,,77,,10,2,4,2,1,2,2,5,4,1,1,1,1,1,2,6,1,1,1,1,1,2,
7247,IT,,,,,66,,88,3,4,3,3,3,3,4,3,2,4,2,2,3,2,5,3,2,2,2,2,3,
7269,IT,,,,,77,,5,3,4,2,4,2,3,2,2,2,2,2,2,4,2,4,3,4,2,1,1,3,
7302,IT,,,,,13,,10,2,1,2,4,2,5,4,4,2,4,1,2,4,3,2,4,5,2,3,2,1,
7331,IT,,,,,77,,77,2,4,3,4,3,5,3,3,3,5,3,3,3,3,5,2,3,2,3,3,6,
7337,IT,,,,,66,,5,2,3,2,2,2,2,2,3,3,3,2,3,2,3,3,2,2,2,2,2,4,
7365,IT,,,,,77,,77,4,6,3,4,1,3,1,2,2,5,3,1,4,1,6,4,2,2,2,1,4,
7461,IT,,,,,8,,7,2,3,2,2,1,2,5,2,2,2,2,2,2,2,4,2,2,2,2,2,2,
7484,IT,,,,,77,,77,2,3,1,3,1,1,1,1,1,4,1,1,1,1,5,1,1,1,1,1,3,
7486,IT,,,,,1,,3,1,2,1,2,2,5,2,1,2,2,1,3,1,2,5,4,2,2,1,5,3,
7499,IT,,,,,66,,77,5,5,1,5,1,5,1,1,1,6,1,1,5,1,6,1,1,1,1,1,6,
7508,IT,,,,,77,,5,5,2,4,3,3,4,3,3,4,3,3,4,3,4,3,3,4,4,3,3,5,
7537,IT,,,,,77,,5,3,6,3,4,2,3,3,3,2,3,2,2,3,2,4,3,3,3,2,2,3,
7569,IT,,,,,1,,0,3,4,3,4,1,1,1,3,1,4,1,1,1,1,5,1,1,1,1,1,5,
7610,IT,,,,,1,,4,3,3,2,2,3,3,3,2,3,4,2,3,2,2,2,2,2,2,1,1,4,
7622,IT,,,,,7,,5,4,4,3,3,3,3,2,2,3,4,3,2,3,4,4,2,2,2,2,2,4,
7639,IT,,,,,8,,7,4,4,2,3,2,3,2,4,1,3,3,2,3,1,6,2,2,2,3,1,3,
7701,IT,,,,,66,,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
7732,IT,,,,,66,,5,4,4,2,3,2,4,2,2,2,3,3,2,3,4,3,4,2,2,2,3,3,
7738,IT,,,,,77,,5,2,5,1,3,1,5,1,1,1,4,3,2,3,1,6,1,1,2,1,1,5,
7747,IT,,,,,77,,8,4,5,2,3,2,2,2,2,2,5,2,2,3,1,5,2,5,2,2,1,5,
7779,IT,,,,,77,,4,3,6,1,1,1,3,6,2,2,3,1,2,1,1,5,2,2,2,1,1,3,
7793,IT,,,,,77,,10,4,4,3,4,2,5,5,5,3,5,2,6,6,2,6,5,5,5,5,3,5,
7820,IT,,,,,77,,6,2,4,3,3,2,3,2,2,1,3,2,2,2,2,4,2,3,2,1,2,3,
7836,IT,,,,,77,,5,3,6,2,5,2,3,3,2,1,4,3,2,3,2,4,1,3,2,1,1,3,
7846,IT,,,,,9,,8,2,5,4,4,2,2,5,2,1,2,2,1,4,2,4,2,4,2,1,1,1,
7852,IT,,,,,77,,3,2,4,2,3,2,2,4,3,2,3,3,3,3,3,4,3,2,2,2,2,2,
7861,IT,,,,,66,,88,3,3,3,1,3,3,3,3,2,4,2,1,2,2,5,3,3,2,4,2,4,
7862,IT,,,,,8,,8,1,2,4,1,1,3,3,4,5,3,1,1,1,1,2,1,2,2,1,4,3,
7894,IT,,,,,77,,7,2,6,3,4,3,3,2,3,3,6,1,1,3,3,6,4,6,3,5,3,6,
7923,IT,,,,,1,,3,3,4,2,2,2,4,3,3,2,5,3,2,3,2,5,2,2,2,2,2,5,
7932,IT,,,,,77,,5,2,4,4,2,1,2,6,1,1,4,1,1,1,1,5,1,1,1,1,1,3,
7941,IT,,,,,9,,10,4,4,3,3,2,3,2,2,2,6,2,3,2,2,6,3,2,2,1,1,4,
7960,IT,,,,,66,,88,4,6,2,4,1,4,3,2,1,6,3,2,3,1,6,2,2,2,2,2,6,
8032,IT,,,,,9,,7,3,2,2,2,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,2,
8042,IT,,,,,77,,5,5,5,4,3,3,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,4,
8072,IT,,,,,66,,7,7,7,8,8,8,1,1,2,2,3,3,3,3,3,4,2,2,8,8,8,1,
8083,IT,,,,,14,,1,2,2,2,5,2,3,2,2,3,4,3,2,2,2,2,2,2,2,2,2,2,
8084,IT,,,,,7,,8,2,3,3,2,3,4,3,3,2,3,3,3,3,4,2,3,2,2,2,2,3,
8094,IT,,,,,7,,5,1,3,2,1,1,3,3,2,4,2,1,3,1,1,3,1,3,2,1,2,2,
8104,IT,,,,,77,,3,3,5,3,4,4,4,5,4,4,4,4,3,5,3,3,3,3,2,2,2,2,
8115,IT,,,,,9,,4,3,3,3,3,3,3,2,3,3,3,3,2,3,3,4,3,3,3,2,2,3,
8141,IT,,,,,66,,88,2,4,2,2,1,4,5,2,2,2,2,3,1,2,5,2,1,1,1,1,6,
8148,IT,,,,,88,,88,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,
8154,IT,,,,,77,,88,3,6,3,3,1,1,3,3,3,3,3,2,3,1,6,3,3,2,2,2,2,
8211,IT,,,,,7,,88,3,4,1,3,2,2,4,3,2,2,3,1,3,1,4,4,6,2,1,2,3,
8248,IT,,,,,66,,88,3,6,3,6,1,5,6,2,2,6,6,1,6,5,6,3,6,1,1,1,5,
8251,IT,,,,,1,,5,3,5,2,5,3,3,2,2,2,3,4,1,3,2,6,4,3,2,2,3,4,
8270,IT,,,,,66,,88,3,5,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,
8291,IT,,,,,7,,5,1,1,1,1,1,4,2,1,1,2,1,2,1,2,1,1,1,1,1,2,4,
8311,IT,,,,,66,,77,7,6,2,8,1,6,1,4,5,5,2,2,7,1,6,2,1,3,2,4,7,
8326,IT,,,,,66,,8,4,5,2,4,1,5,2,4,2,5,3,2,4,1,5,3,3,3,3,2,4,
8344,IT,,,,,1,,2,2,5,2,2,2,2,2,2,4,2,4,2,2,2,3,2,2,2,2,2,3,
8348,IT,,,,,77,,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
8367,IT,,,,,66,,88,1,4,3,2,2,2,3,3,3,4,3,3,3,4,2,2,3,2,3,2,2,
8371,IT,,,,,77,,88,3,5,3,4,3,4,3,3,2,6,4,3,4,3,5,3,3,3,3,4,4,
8395,IT,,,,,1,,2,3,4,1,2,1,4,4,3,1,4,1,3,3,1,6,1,1,2,2,1,3,
8426,IT,,,,,77,,5,4,5,3,4,4,4,3,3,3,4,4,3,4,2,4,3,3,3,2,2,4,
8448,IT,,,,,1,,2,3,6,1,3,2,5,5,2,1,2,2,2,2,2,3,2,2,2,1,2,4,
8500,IT,,,,,77,,5,3,4,2,2,2,2,2,2,3,4,1,2,2,2,5,3,3,3,2,4,2,
8502,IT,,,,,9,,7,3,4,3,2,2,3,2,4,3,4,3,3,4,3,4,2,2,1,1,3,4,
8505,IT,,,,,77,,8,2,3,2,1,2,2,4,2,2,3,3,3,2,2,4,2,2,2,2,2,2,
8509,IT,,,,,77,,5,4,5,3,2,3,5,5,3,3,5,4,2,5,3,5,2,4,2,1,1,5,
8516,IT,,,,,7,,4,3,4,2,3,3,2,2,3,1,3,2,1,2,2,3,4,2,2,2,2,2,
8520,IT,,,,,77,,77,1,3,2,1,1,1,2,4,2,3,1,2,1,1,4,3,2,1,1,2,2,
8539,IT,,,,,77,,5,2,5,2,4,2,2,2,2,2,5,2,2,5,2,2,2,8,2,2,2,3,
8540,IT,,,,,1,,2,1,3,3,1,2,3,4,2,3,3,1,2,1,1,3,2,2,2,2,2,4,
8545,IT,,,,,66,,88,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
8563,IT,,,,,8,,5,2,2,2,2,1,2,4,2,1,2,2,2,2,2,4,2,2,2,2,2,4,
8580,IT,,,,,7,,7,3,2,2,3,2,3,2,4,3,3,3,3,3,2,3,3,2,2,2,2,2,
8600,IT,,,,,7,,6,2,4,2,2,4,2,3,2,3,3,1,1,1,4,3,2,2,2,1,3,2,
8602,IT,,,,,66,,3,2,5,1,2,1,4,2,1,2,3,2,2,3,1,6,2,2,2,1,2,2,
8618,IT,,,,,6,,3,2,3,3,2,2,1,5,2,1,2,1,3,2,2,4,2,1,1,1,1,3,
8687,IT,,,,,66,,88,1,4,1,4,1,3,1,1,1,4,1,1,1,1,5,1,1,1,1,1,1,
8693,IT,,,,,77,,77,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
8720,IT,,,,,66,,88,8,8,8,8,1,8,8,3,2,5,1,8,8,1,8,8,3,3,3,8,8,
8734,IT,,,,,66,,88,2,2,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,3,2,
8737,IT,,,,,66,,5,4,5,4,2,1,4,3,2,2,3,3,2,2,1,4,3,2,2,2,2,3,
8772,IT,,,,,1,,2,3,4,2,2,3,3,2,1,3,4,1,2,2,4,4,3,2,1,1,2,3,
8778,IT,,,,,7,,4,1,4,1,2,1,1,3,3,2,2,1,1,1,1,3,2,4,1,1,3,1,
8788,IT,,,,,77,,5,3,4,3,4,3,5,5,3,3,4,1,3,3,1,4,4,3,3,2,2,3,
8796,IT,,,,,1,,3,3,5,2,5,4,4,3,2,3,4,2,3,1,2,5,4,3,2,1,3,3,
8797,IT,,,,,77,,0,4,4,3,1,1,1,1,1,3,3,1,2,2,2,4,1,1,2,2,2,2,
8802,IT,,,,,7,,2,3,5,2,4,1,4,4,1,1,5,4,1,3,1,6,1,3,1,1,1,6,
8834,IT,,,,,66,,8,6,6,2,5,1,5,1,2,5,6,4,3,6,1,6,2,2,2,2,1,4,
8843,IT,,,,,9,,8,2,3,2,2,3,3,2,2,2,2,2,1,2,3,4,2,2,1,2,2,3,
8847,IT,,,,,66,,5,3,4,3,3,2,3,2,1,5,5,2,1,1,1,3,2,2,1,1,4,3,
8850,IT,,,,,66,,2,2,5,1,3,1,1,1,2,1,3,3,3,1,1,6,1,3,1,1,1,3,
8884,IT,,,,,9,,8,2,3,3,2,2,2,1,3,8,3,1,3,2,1,3,2,2,2,3,2,3,
8910,IT,,,,,77,,7,8,4,3,3,2,3,3,4,4,8,8,4,6,5,5,6,3,4,3,3,4,
8917,IT,,,,,77,,7,3,5,3,4,2,2,1,2,3,5,4,3,4,3,4,2,4,3,3,3,3,
8938,IT,,,,,77,,8,3,3,3,2,4,3,3,4,3,3,3,4,3,3,5,2,2,3,4,4,4,
8949,IT,,,,,66,,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,6,2,2,2,2,1,6,
8968,IT,,,,,7,,2,3,3,3,1,1,3,2,2,2,3,2,2,1,1,3,2,1,3,1,1,3,
8984,IT,,,,,66,,8,5,5,2,2,1,6,4,5,1,4,3,2,2,2,6,2,2,1,1,1,5,
9008,IT,,,,,66,,3,2,3,1,1,2,1,6,3,3,3,1,2,1,3,2,4,1,1,1,4,3,
9012,IT,,,,,66,,4,4,4,8,8,3,4,2,3,3,8,4,3,3,4,8,4,3,2,3,8,4,
9041,IT,,,,,66,,88,3,4,3,4,2,4,2,3,2,4,4,2,2,2,5,2,4,2,1,1,3,
9044,IT,,,,,77,,5,4,5,2,5,2,5,2,1,1,6,2,2,2,2,6,2,5,2,2,3,6,
9048,IT,,,,,9,,7,3,4,1,3,1,3,5,4,2,4,1,3,2,1,4,1,1,1,1,1,3,
9068,IT,,,,,1,,4,3,4,3,3,3,4,3,3,4,4,3,3,3,2,4,3,3,3,4,3,4,
9083,IT,,,,,8,,8,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,
9084,IT,,,,,77,,8,2,4,3,2,3,3,3,1,2,3,2,1,2,4,3,5,8,1,1,1,3,
9090,IT,,,,,66,,2,4,6,1,3,1,3,1,1,1,4,2,1,3,1,6,1,1,1,1,1,3,
9095,IT,,,,,77,,4,5,4,3,3,2,4,3,3,3,5,3,3,4,3,3,3,4,3,3,3,5,
9114,IT,,,,,10,,7,2,4,3,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,
9115,IT,,,,,8,,5,3,4,3,4,3,4,3,3,3,3,3,3,3,2,4,4,3,3,2,1,4,
9133,IT,,,,,7,,88,3,2,3,2,2,3,2,2,2,2,3,3,2,1,1,2,3,3,2,2,2,
