cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,lrscale,prtvtcfr,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
FR,ESS1-8e01,1.0,12.12.2018,159385,ESS8e02_1,8,2.1,435,1.11153447628021,0.491210550069809,2.629525652,2,10,3,5,1,3,3,4,3,3,2,2,2,3,5,4,4,3,4,2,2,4,4
FR,ESS1-8e01,1.0,12.12.2018,159386,ESS8e02_1,8,2.1,436,0.555767238140106,0.286408334970474,2.629525652,5,9,2,6,1,5,2,3,6,1,2,2,1,1,5,2,5,1,5,1,1,3,4
FR,ESS1-8e01,1.0,12.12.2018,159387,ESS8e02_1,8,2.1,437,1.11153447628021,0.739181101322174,2.629525652,5,10,1,5,1,3,1,5,5,3,1,1,5,1,5,2,6,4,4,1,3,3,5
FR,ESS1-8e01,1.0,12.12.2018,159388,ESS8e02_1,8,2.1,439,1.11153447628021,0.515189170837402,2.629525652,3,77,3,6,1,6,6,3,5,2,3,2,1,1,6,4,2,5,5,2,1,5,5
FR,ESS1-8e01,1.0,12.12.2018,159389,ESS8e02_1,8,2.1,440,1.11153447628021,0.739181101322174,2.629525652,3,13,1,4,1,5,1,5,6,2,1,1,1,2,6,2,5,2,3,1,2,3,4
FR,ESS1-8e01,1.0,12.12.2018,159390,ESS8e02_1,8,2.1,441,0.555767238140106,0.369590550661087,2.629525652,5,66,4,6,3,6,4,6,6,4,1,4,2,3,6,5,6,5,5,3,4,5,6
FR,ESS1-8e01,1.0,12.12.2018,159391,ESS8e02_1,8,2.1,442,0.555767238140106,0.245605275034904,2.629525652,4,13,1,6,1,4,3,4,2,1,1,1,1,1,3,2,3,2,3,2,1,5,3
FR,ESS1-8e01,1.0,12.12.2018,159392,ESS8e02_1,8,2.1,444,2.24248266220093,1.50883138179779,2.629525652,5,66,4,6,1,5,3,5,6,4,1,5,3,3,5,3,6,3,4,3,3,6,3
FR,ESS1-8e01,1.0,12.12.2018,159393,ESS8e02_1,8,2.1,447,0.560620665550232,0.407204270362854,2.629525652,7,2,1,6,1,6,1,1,5,1,1,1,1,1,5,1,6,2,6,1,1,1,1
FR,ESS1-8e01,1.0,12.12.2018,159394,ESS8e02_1,8,2.1,450,1.12124133110046,1.14926290512085,2.629525652,9,66,2,6,2,1,1,1,3,1,1,3,1,1,3,1,1,5,6,1,1,2,3
FR,ESS1-8e01,1.0,12.12.2018,159395,ESS8e02_1,8,2.1,451,1.10255408287048,0.859816253185272,2.629525652,2,66,1,1,1,1,1,5,1,1,5,4,1,1,1,1,3,1,4,1,1,1,4
FR,ESS1-8e01,1.0,12.12.2018,159396,ESS8e02_1,8,2.1,452,1.10255408287048,1.07080018520355,2.629525652,0,9,3,4,4,5,2,3,5,2,2,2,2,2,4,1,3,3,3,2,3,4,3
FR,ESS1-8e01,1.0,12.12.2018,159397,ESS8e02_1,8,2.1,453,0.550956130027771,0.391910701990128,2.629525652,7,10,2,6,2,1,2,2,3,2,2,2,2,3,4,1,2,1,3,1,2,4,4
FR,ESS1-8e01,1.0,12.12.2018,159398,ESS8e02_1,8,2.1,454,1.10191226005554,0.783821403980255,2.629525652,6,88,1,5,4,5,2,5,2,2,1,2,2,2,5,1,4,2,4,1,1,2,3
FR,ESS1-8e01,1.0,12.12.2018,159399,ESS8e02_1,8,2.1,455,0.550956130027771,0.562304079532623,2.629525652,7,66,1,6,1,5,2,2,4,2,1,1,1,1,6,1,5,2,5,1,2,1,1
FR,ESS1-8e01,1.0,12.12.2018,159400,ESS8e02_1,8,2.1,456,1.10191226005554,0.871497690677643,2.629525652,6,10,3,6,1,5,1,6,2,2,3,4,4,1,5,1,5,1,5,1,1,1,3
FR,ESS1-8e01,1.0,12.12.2018,159401,ESS8e02_1,8,2.1,457,1.10191226005554,1.12460815906525,2.629525652,0,9,3,6,1,6,1,2,5,1,1,4,5,1,6,2,6,1,5,1,1,5,5
FR,ESS1-8e01,1.0,12.12.2018,159402,ESS8e02_1,8,2.1,458,1.10191226005554,0.871497690677643,2.629525652,7,66,3,5,1,2,2,2,1,1,2,2,4,2,5,1,5,1,3,1,1,5,4
FR,ESS1-8e01,1.0,12.12.2018,159403,ESS8e02_1,8,2.1,459,1.10191226005554,1.60152912139893,2.629525652,6,10,1,5,2,5,2,4,6,2,2,1,1,1,5,2,3,3,5,1,3,1,1
FR,ESS1-8e01,1.0,12.12.2018,159404,ESS8e02_1,8,2.1,461,1.10191226005554,1.12460815906525,2.629525652,0,66,2,5,1,5,1,5,3,4,1,4,5,1,5,1,5,1,3,1,1,2,3
FR,ESS1-8e01,1.0,12.12.2018,159405,ESS8e02_1,8,2.1,463,0.550956130027771,0.614912927150726,2.629525652,5,66,3,5,2,2,1,2,4,2,3,4,4,1,5,1,5,5,5,2,4,3,3
FR,ESS1-8e01,1.0,12.12.2018,159406,ESS8e02_1,8,2.1,464,0.550956130027771,0.49771922826767,2.629525652,7,66,4,6,1,5,6,5,5,1,3,2,5,2,6,3,5,1,5,1,1,6,3
FR,ESS1-8e01,1.0,12.12.2018,159407,ESS8e02_1,8,2.1,465,1.65286827087402,1.68691182136536,2.629525652,2,9,1,5,1,5,2,2,6,6,1,1,1,1,6,6,6,6,1,1,4,6,5
FR,ESS1-8e01,1.0,12.12.2018,159408,ESS8e02_1,8,2.1,466,0.550956130027771,0.562304079532623,2.629525652,7,66,2,5,1,5,1,3,5,1,2,6,3,1,5,1,5,1,5,1,2,3,2
FR,ESS1-8e01,1.0,12.12.2018,159409,ESS8e02_1,8,2.1,467,2.22306895256042,1.61667704582214,2.629525652,88,66,4,4,1,2,2,2,3,1,2,2,2,2,5,5,3,2,2,1,5,2,2
FR,ESS1-8e01,1.0,12.12.2018,159410,ESS8e02_1,8,2.1,468,0.555767238140106,0.257594585418701,2.629525652,7,77,4,5,1,3,1,5,8,2,4,2,1,3,4,2,6,2,2,2,4,2,5
FR,ESS1-8e01,1.0,12.12.2018,159411,ESS8e02_1,8,2.1,469,0.555767238140106,0.369590550661087,2.629525652,5,66,2,5,2,3,2,2,5,2,5,3,2,2,3,2,5,2,2,2,2,4,4
FR,ESS1-8e01,1.0,12.12.2018,159412,ESS8e02_1,8,2.1,471,0.555767238140106,0.265310168266296,2.629525652,3,66,1,6,1,4,5,1,6,1,2,1,1,1,5,2,2,5,5,1,1,5,3
FR,ESS1-8e01,1.0,12.12.2018,159413,ESS8e02_1,8,2.1,472,1.11153447628021,0.515189170837402,2.629525652,5,66,4,6,2,4,5,5,5,4,3,2,2,4,5,5,4,5,5,4,4,5,4
FR,ESS1-8e01,1.0,12.12.2018,159414,ESS8e02_1,8,2.1,478,0.555767238140106,0.369590550661087,2.629525652,3,88,1,6,3,5,2,5,2,2,2,3,2,2,5,2,4,2,5,2,2,2,5
FR,ESS1-8e01,1.0,12.12.2018,159415,ESS8e02_1,8,2.1,480,1.11153447628021,0.765916347503662,2.629525652,10,10,1,5,1,5,4,2,1,1,2,3,3,3,2,3,5,2,2,1,1,1,1
FR,ESS1-8e01,1.0,12.12.2018,159416,ESS8e02_1,8,2.1,482,0.555767238140106,0.369590550661087,2.629525652,7,66,2,5,1,2,2,4,5,2,2,5,2,2,5,2,5,4,4,2,1,5,6
FR,ESS1-8e01,1.0,12.12.2018,159417,ESS8e02_1,8,2.1,484,0.557524502277374,0.452676326036453,2.629525652,5,7,3,5,2,2,2,2,4,3,5,2,5,2,2,3,1,2,1,1,2,2,2
FR,ESS1-8e01,1.0,12.12.2018,159418,ESS8e02_1,8,2.1,489,1.11504900455475,1.16829550266266,2.629525652,8,10,1,6,2,5,4,4,5,2,3,4,5,4,5,3,6,4,5,2,4,2,5
FR,ESS1-8e01,1.0,12.12.2018,159419,ESS8e02_1,8,2.1,493,1.09762632846832,0.80154687166214,2.629525652,9,10,1,5,2,4,2,1,2,1,2,1,3,1,4,1,3,1,1,1,1,1,3
FR,ESS1-8e01,1.0,12.12.2018,159420,ESS8e02_1,8,2.1,495,1.09762632846832,1.15004026889801,2.629525652,3,66,4,6,3,5,3,5,5,3,3,5,5,2,5,5,6,3,5,3,2,2,5
FR,ESS1-8e01,1.0,12.12.2018,159421,ESS8e02_1,8,2.1,496,0.548813164234161,0.40077343583107,2.629525652,5,77,2,6,1,5,2,5,5,2,3,5,3,3,5,3,6,3,5,2,1,1,3
FR,ESS1-8e01,1.0,12.12.2018,159422,ESS8e02_1,8,2.1,497,1.09762632846832,1.63774621486664,2.629525652,5,9,2,6,2,6,3,5,6,1,3,3,4,3,5,3,5,3,5,2,3,5,4
FR,ESS1-8e01,1.0,12.12.2018,159423,ESS8e02_1,8,2.1,500,0.548813164234161,0.412777900695801,2.629525652,10,2,3,5,3,1,1,4,4,1,3,2,2,2,4,1,3,1,1,1,1,1,2
FR,ESS1-8e01,1.0,12.12.2018,159424,ESS8e02_1,8,2.1,501,1.64643955230713,1.43526458740234,2.629525652,10,2,3,4,1,4,3,5,2,4,4,3,4,1,4,1,5,2,4,2,2,1,2
FR,ESS1-8e01,1.0,12.12.2018,159425,ESS8e02_1,8,2.1,502,0.548813164234161,0.595818102359772,2.629525652,5,1,4,6,2,5,3,2,5,2,6,5,2,2,6,2,4,2,6,1,2,4,5
FR,ESS1-8e01,1.0,12.12.2018,159426,ESS8e02_1,8,2.1,503,1.09762632846832,0.89120614528656,2.629525652,8,66,2,6,3,5,3,2,5,4,4,3,3,2,5,2,5,2,2,2,4,3,4
FR,ESS1-8e01,1.0,12.12.2018,159427,ESS8e02_1,8,2.1,506,0.548813164234161,0.40077343583107,2.629525652,10,11,1,5,2,1,2,1,5,3,1,2,1,2,1,2,2,2,2,1,3,1,1
FR,ESS1-8e01,1.0,12.12.2018,159428,ESS8e02_1,8,2.1,507,1.09762632846832,0.89120614528656,2.629525652,7,10,2,4,2,4,1,3,1,2,3,2,3,1,3,2,6,2,2,1,1,1,2
FR,ESS1-8e01,1.0,12.12.2018,159429,ESS8e02_1,8,2.1,513,0.557524442672729,0.407134920358658,2.629525652,5,10,2,6,5,6,2,2,5,2,1,2,5,3,6,2,3,2,5,2,2,3,5
FR,ESS1-8e01,1.0,12.12.2018,159430,ESS8e02_1,8,2.1,514,0.557524442672729,0.452676326036453,2.629525652,3,66,6,6,1,4,1,6,5,3,3,3,1,3,4,1,6,2,6,5,5,2,5
FR,ESS1-8e01,1.0,12.12.2018,159431,ESS8e02_1,8,2.1,515,1.11504888534546,1.27759981155396,2.629525652,5,66,2,5,2,4,2,4,6,2,2,1,2,1,6,2,5,4,5,1,3,4,4
FR,ESS1-8e01,1.0,12.12.2018,159432,ESS8e02_1,8,2.1,516,0.557524442672729,0.584147334098816,2.629525652,8,13,3,5,3,2,2,2,3,1,1,1,3,1,1,2,5,1,3,1,3,1,3
FR,ESS1-8e01,1.0,12.12.2018,159433,ESS8e02_1,8,2.1,517,0.557524442672729,0.452676326036453,2.629525652,3,9,1,5,1,5,3,3,5,1,1,1,3,1,5,3,6,2,3,1,1,2,3
FR,ESS1-8e01,1.0,12.12.2018,159434,ESS8e02_1,8,2.1,518,0.557524442672729,0.388185620307922,2.629525652,8,66,1,4,3,5,1,5,2,4,1,5,4,2,5,1,6,1,4,1,2,5,6
FR,ESS1-8e01,1.0,12.12.2018,159435,ESS8e02_1,8,2.1,519,1.67257332801819,1.22140455245972,2.629525652,5,10,1,6,2,4,4,4,4,2,2,3,4,4,6,3,6,3,5,3,1,4,4
FR,ESS1-8e01,1.0,12.12.2018,159436,ESS8e02_1,8,2.1,520,1.11504888534546,1.22083652019501,2.629525652,5,66,1,4,2,2,4,3,5,1,2,1,1,2,3,4,3,6,6,3,4,4,1
FR,ESS1-8e01,1.0,12.12.2018,159437,ESS8e02_1,8,2.1,522,1.11504888534546,0.905352652072906,2.629525652,4,12,2,5,2,2,2,2,3,2,2,2,2,2,5,2,4,2,2,1,1,2,2
FR,ESS1-8e01,1.0,12.12.2018,159438,ESS8e02_1,8,2.1,523,1.11504888534546,0.776371240615845,2.629525652,7,10,3,5,3,4,3,3,2,4,2,2,2,2,4,2,3,2,4,2,2,3,4
FR,ESS1-8e01,1.0,12.12.2018,159439,ESS8e02_1,8,2.1,529,0.556427478790283,0.404158711433411,2.629525652,77,77,1,6,1,6,1,1,1,1,1,4,1,5,6,1,6,5,1,8,1,4,5
FR,ESS1-8e01,1.0,12.12.2018,159440,ESS8e02_1,8,2.1,530,1.11285495758057,1.04307842254639,2.629525652,77,66,2,6,2,4,6,6,4,3,2,2,2,1,1,3,2,2,2,1,1,1,1
FR,ESS1-8e01,1.0,12.12.2018,159441,ESS8e02_1,8,2.1,531,1.11285495758057,0.867848753929138,2.629525652,6,88,2,4,2,4,2,5,1,2,2,2,2,2,4,2,5,2,5,2,2,2,4
FR,ESS1-8e01,1.0,12.12.2018,159442,ESS8e02_1,8,2.1,534,2.22570991516113,2.22934412956238,2.629525652,88,66,3,4,1,3,4,3,5,2,4,1,2,1,4,3,3,4,4,1,2,4,1
FR,ESS1-8e01,1.0,12.12.2018,159443,ESS8e02_1,8,2.1,535,1.11285495758057,0.808317422866821,2.629525652,77,66,3,5,1,1,1,1,2,4,4,3,4,2,4,1,6,3,4,1,1,3,4
FR,ESS1-8e01,1.0,12.12.2018,159444,ESS8e02_1,8,2.1,540,1.11285483837128,0.808317422866821,2.629525652,6,10,3,5,2,5,2,3,5,2,2,2,2,2,5,2,5,2,5,2,2,5,2
FR,ESS1-8e01,1.0,12.12.2018,159445,ESS8e02_1,8,2.1,541,1.11285483837128,1.04307794570923,2.629525652,4,66,2,6,4,5,2,4,4,2,2,4,3,1,4,2,5,2,6,2,2,2,2
FR,ESS1-8e01,1.0,12.12.2018,159446,ESS8e02_1,8,2.1,542,0.556427419185638,0.404158711433411,2.629525652,10,10,1,5,1,1,1,4,3,3,2,2,1,2,3,1,2,1,1,1,3,1,1
FR,ESS1-8e01,1.0,12.12.2018,159447,ESS8e02_1,8,2.1,543,0.556427419185638,0.570333659648895,2.629525652,5,66,3,5,3,5,5,4,6,4,4,4,3,4,5,4,3,5,5,3,2,6,4
FR,ESS1-8e01,1.0,12.12.2018,159448,ESS8e02_1,8,2.1,544,1.66928231716156,1.0904952287674,2.629525652,4,2,2,5,2,2,2,2,5,5,2,5,2,2,2,2,2,3,5,5,2,2,5
FR,ESS1-8e01,1.0,12.12.2018,159449,ESS8e02_1,8,2.1,545,0.556427419185638,0.363498449325562,2.629525652,2,88,4,6,1,4,1,4,4,3,3,4,4,3,4,3,5,2,5,3,4,4,4
FR,ESS1-8e01,1.0,12.12.2018,159450,ESS8e02_1,8,2.1,547,0.556427419185638,0.521538972854614,2.629525652,0,9,1,5,2,3,3,1,2,2,2,2,2,1,4,2,2,1,4,1,1,4,3
FR,ESS1-8e01,1.0,12.12.2018,159451,ESS8e02_1,8,2.1,552,1.11784601211548,1.21025907993317,2.629525652,5,6,2,5,2,4,2,3,1,3,1,4,3,2,5,1,5,2,4,2,1,6,4
FR,ESS1-8e01,1.0,12.12.2018,159452,ESS8e02_1,8,2.1,555,0.558923006057739,0.452566981315613,2.629525652,1,77,2,5,1,5,1,1,6,1,2,3,1,1,2,1,5,5,3,1,1,1,2
FR,ESS1-8e01,1.0,12.12.2018,159453,ESS8e02_1,8,2.1,558,1.11784601211548,0.905133962631226,2.629525652,1,9,1,6,2,5,3,4,5,2,2,5,2,2,6,2,5,3,4,3,2,4,5
FR,ESS1-8e01,1.0,12.12.2018,159454,ESS8e02_1,8,2.1,560,1.11784601211548,1.21025907993317,2.629525652,7,1,2,5,2,2,3,4,6,4,2,4,5,3,2,2,5,4,2,2,1,1,2
FR,ESS1-8e01,1.0,12.12.2018,159455,ESS8e02_1,8,2.1,561,1.12108492851257,1.2240788936615,2.629525652,5,66,3,4,1,5,2,3,5,2,1,1,4,1,5,2,4,4,5,1,1,4,1
FR,ESS1-8e01,1.0,12.12.2018,159456,ESS8e02_1,8,2.1,562,0.560542464256287,0.61203944683075,2.629525652,8,66,4,6,4,4,2,5,2,1,2,4,2,2,6,5,4,2,6,1,3,5,4
FR,ESS1-8e01,1.0,12.12.2018,159457,ESS8e02_1,8,2.1,563,0.560542464256287,0.453878283500671,2.629525652,5,66,2,6,2,2,2,2,3,1,4,4,1,5,4,3,6,1,4,1,1,4,4
FR,ESS1-8e01,1.0,12.12.2018,159458,ESS8e02_1,8,2.1,564,0.560542464256287,0.401523292064667,2.629525652,0,6,3,6,1,6,5,4,5,2,3,3,2,2,5,4,5,4,5,4,1,3,3
FR,ESS1-8e01,1.0,12.12.2018,159459,ESS8e02_1,8,2.1,569,0.560542464256287,0.585698962211609,2.629525652,6,1,2,5,1,6,6,6,6,1,1,1,1,4,4,1,1,4,6,5,1,2,3
FR,ESS1-8e01,1.0,12.12.2018,159460,ESS8e02_1,8,2.1,570,0.560542464256287,0.453878283500671,2.629525652,7,9,1,6,2,5,2,1,4,1,1,1,4,2,6,3,6,4,6,1,3,1,2
FR,ESS1-8e01,1.0,12.12.2018,159461,ESS8e02_1,8,2.1,571,1.12108492851257,1.61510682106018,2.629525652,5,66,1,6,5,1,3,2,3,3,1,3,3,2,3,3,6,2,5,2,6,5,2
FR,ESS1-8e01,1.0,12.12.2018,159462,ESS8e02_1,8,2.1,572,0.560542464256287,0.585698962211609,2.629525652,2,9,2,6,1,6,4,4,6,2,4,1,2,8,5,3,6,4,6,4,2,4,6
FR,ESS1-8e01,1.0,12.12.2018,159463,ESS8e02_1,8,2.1,574,1.12108492851257,0.778432726860046,2.629525652,5,8,3,5,3,5,3,4,3,3,4,4,2,3,5,4,6,3,3,2,4,5,3
FR,ESS1-8e01,1.0,12.12.2018,159464,ESS8e02_1,8,2.1,576,1.66637086868286,1.80829954147339,2.629525652,10,66,3,5,4,2,4,1,3,3,2,3,2,1,2,1,3,2,4,2,4,2,4
FR,ESS1-8e01,1.0,12.12.2018,159465,ESS8e02_1,8,2.1,578,1.66637086868286,1.13361191749573,2.629525652,6,66,3,5,3,3,3,4,4,3,4,4,3,4,4,4,4,3,3,4,4,3,4
FR,ESS1-8e01,1.0,12.12.2018,159466,ESS8e02_1,8,2.1,580,0.55545699596405,0.551197052001953,2.629525652,3,66,5,6,1,5,1,1,2,1,1,4,5,1,5,1,6,1,1,1,1,1,5
FR,ESS1-8e01,1.0,12.12.2018,159467,ESS8e02_1,8,2.1,582,1.1109139919281,1.51996541023254,2.629525652,5,66,1,4,1,2,2,2,2,2,2,2,2,4,2,2,6,2,5,2,2,5,4
FR,ESS1-8e01,1.0,12.12.2018,159468,ESS8e02_1,8,2.1,583,1.1109139919281,0.9172003865242,2.629525652,5,66,3,6,1,4,4,2,5,2,3,2,2,2,5,2,4,2,5,2,1,6,2
FR,ESS1-8e01,1.0,12.12.2018,159469,ESS8e02_1,8,2.1,585,0.55545699596405,0.575985908508301,2.629525652,6,10,2,5,3,3,4,5,5,2,3,4,2,4,5,2,5,3,4,3,3,4,4
FR,ESS1-8e01,1.0,12.12.2018,159470,ESS8e02_1,8,2.1,586,1.1109139919281,1.17805922031403,2.629525652,5,66,4,4,3,3,5,2,5,4,4,2,3,2,4,1,1,4,5,2,3,5,2
FR,ESS1-8e01,1.0,12.12.2018,159471,ESS8e02_1,8,2.1,591,1.1109139919281,0.791353106498718,2.629525652,5,66,3,6,2,4,2,5,4,2,1,5,1,1,5,2,6,1,6,1,2,2,6
FR,ESS1-8e01,1.0,12.12.2018,159472,ESS8e02_1,8,2.1,594,1.1109139919281,0.9172003865242,2.629525652,0,15,2,6,1,1,6,4,3,2,1,3,1,2,5,2,4,1,3,1,4,4,4
FR,ESS1-8e01,1.0,12.12.2018,159473,ESS8e02_1,8,2.1,595,1.1109139919281,1.14226579666138,2.629525652,5,2,2,5,3,2,2,2,1,3,1,1,2,4,2,1,4,2,4,4,1,4,4
FR,ESS1-8e01,1.0,12.12.2018,159474,ESS8e02_1,8,2.1,598,0.55545699596405,0.384169429540634,2.629525652,3,6,2,5,1,3,1,2,4,3,3,1,2,3,4,1,4,2,2,1,2,5,2
FR,ESS1-8e01,1.0,12.12.2018,159475,ESS8e02_1,8,2.1,600,1.11091387271881,1.10239410400391,2.629525652,88,66,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1
FR,ESS1-8e01,1.0,12.12.2018,159476,ESS8e02_1,8,2.1,601,1.11091387271881,0.9172003865242,2.629525652,10,2,1,5,8,4,5,1,6,1,1,4,1,1,4,6,1,6,5,4,3,5,4
FR,ESS1-8e01,1.0,12.12.2018,159477,ESS8e02_1,8,2.1,602,1.11091387271881,0.984846353530884,2.629525652,5,77,1,3,4,3,4,1,6,2,2,3,1,2,3,1,2,2,1,1,1,2,2
FR,ESS1-8e01,1.0,12.12.2018,159478,ESS8e02_1,8,2.1,603,1.11091387271881,0.732577621936798,2.629525652,4,66,1,5,1,3,1,5,1,1,1,1,1,3,1,1,5,1,3,1,1,3,5
FR,ESS1-8e01,1.0,12.12.2018,159479,ESS8e02_1,8,2.1,604,1.66637086868286,1.28142511844635,2.629525652,3,9,1,5,1,5,1,4,5,1,1,3,4,2,5,2,5,6,2,2,2,2,2
FR,ESS1-8e01,1.0,12.12.2018,159480,ESS8e02_1,8,2.1,607,0.555456936359406,0.551197052001953,2.629525652,7,10,4,5,3,6,1,2,3,2,1,3,1,1,4,4,5,2,4,4,4,2,6
FR,ESS1-8e01,1.0,12.12.2018,159481,ESS8e02_1,8,2.1,608,1.11091387271881,0.768338441848755,2.629525652,2,9,2,6,1,5,2,4,6,2,1,1,1,1,6,1,6,1,4,1,1,1,1
FR,ESS1-8e01,1.0,12.12.2018,159482,ESS8e02_1,8,2.1,609,1.11091387271881,1.14226579666138,2.629525652,5,9,3,6,1,1,1,4,3,6,5,6,1,5,1,1,3,3,1,3,3,6,6
FR,ESS1-8e01,1.0,12.12.2018,159483,ESS8e02_1,8,2.1,612,2.221759557724,1.62773859500885,2.629525652,88,88,3,5,5,6,1,4,4,4,3,4,2,4,5,3,5,4,5,3,4,4,4
FR,ESS1-8e01,1.0,12.12.2018,159484,ESS8e02_1,8,2.1,614,0.555439889431,0.566880226135254,2.629525652,77,77,5,5,2,5,1,5,5,1,5,1,6,1,1,8,5,1,5,1,3,1,1
FR,ESS1-8e01,1.0,12.12.2018,159485,ESS8e02_1,8,2.1,616,0.555439889431,0.58738374710083,2.629525652,88,2,3,6,4,5,6,4,5,5,3,4,2,2,5,3,5,4,5,2,3,3,5
FR,ESS1-8e01,1.0,12.12.2018,159486,ESS8e02_1,8,2.1,619,0.555456936359406,0.571132898330688,2.629525652,6,10,1,5,1,2,1,5,1,2,1,1,1,1,3,1,6,1,1,1,1,1,4
FR,ESS1-8e01,1.0,12.12.2018,159487,ESS8e02_1,8,2.1,621,0.555456936359406,0.571132898330688,2.629525652,8,66,2,5,1,4,1,4,3,4,1,1,1,1,5,1,5,1,2,2,2,4,4
FR,ESS1-8e01,1.0,12.12.2018,159488,ESS8e02_1,8,2.1,622,1.11091387271881,1.17805922031403,2.629525652,8,10,5,6,5,4,2,4,4,6,5,4,3,2,3,4,2,5,4,3,3,4,2
FR,ESS1-8e01,1.0,12.12.2018,159489,ESS8e02_1,8,2.1,624,1.11091387271881,0.984846353530884,2.629525652,5,9,4,5,2,3,2,5,5,3,3,2,1,4,4,3,5,2,3,3,4,4,4
FR,ESS1-8e01,1.0,12.12.2018,159490,ESS8e02_1,8,2.1,626,1.11091387271881,0.768338441848755,2.629525652,10,66,1,3,4,4,4,6,6,1,4,4,3,4,4,4,5,3,2,3,4,1,3
FR,ESS1-8e01,1.0,12.12.2018,159491,ESS8e02_1,8,2.1,627,1.11091387271881,1.10239410400391,2.629525652,5,2,5,5,2,2,2,5,5,2,2,5,2,2,5,2,5,2,2,2,3,3,5
FR,ESS1-8e01,1.0,12.12.2018,159492,ESS8e02_1,8,2.1,628,1.11091387271881,0.975775599479675,2.629525652,88,6,2,4,1,2,3,4,3,5,5,1,2,3,2,2,3,4,1,3,5,5,1
FR,ESS1-8e01,1.0,12.12.2018,159493,ESS8e02_1,8,2.1,630,1.11091387271881,0.768338441848755,2.629525652,3,9,4,5,1,1,1,3,4,1,1,1,3,1,1,3,4,1,1,1,1,1,1
FR,ESS1-8e01,1.0,12.12.2018,159494,ESS8e02_1,8,2.1,631,2.22182774543762,1.70856618881226,2.629525652,5,5,1,5,3,2,1,4,4,2,3,2,2,2,5,2,5,1,1,2,3,5,5
FR,ESS1-8e01,1.0,12.12.2018,159495,ESS8e02_1,8,2.1,632,0.555456936359406,0.551197052001953,2.629525652,10,8,4,5,2,1,2,2,5,4,2,2,2,1,3,2,5,2,2,2,2,2,5
FR,ESS1-8e01,1.0,12.12.2018,159496,ESS8e02_1,8,2.1,634,2.22182774543762,1.51148271560669,2.629525652,3,9,5,6,1,3,3,5,1,2,1,5,5,2,5,2,5,1,2,2,1,5,5
FR,ESS1-8e01,1.0,12.12.2018,159497,ESS8e02_1,8,2.1,635,1.11091387271881,0.9172003865242,2.629525652,77,77,5,5,3,4,3,4,3,3,2,2,4,2,5,3,5,2,2,1,2,2,3
FR,ESS1-8e01,1.0,12.12.2018,159498,ESS8e02_1,8,2.1,640,1.66637086868286,1.65359103679657,2.629525652,0,9,4,6,2,4,1,6,4,3,2,3,3,3,5,2,5,2,2,2,2,4,3
FR,ESS1-8e01,1.0,12.12.2018,159499,ESS8e02_1,8,2.1,642,1.11091387271881,0.854283094406128,2.629525652,5,9,2,6,2,4,2,2,5,3,2,2,4,2,5,2,5,5,5,2,2,2,5
FR,ESS1-8e01,1.0,12.12.2018,159500,ESS8e02_1,8,2.1,649,0.555456936359406,0.427141547203064,2.629525652,5,66,3,6,1,3,2,1,1,1,1,1,1,1,3,1,3,1,3,2,2,6,1
FR,ESS1-8e01,1.0,12.12.2018,159501,ESS8e02_1,8,2.1,650,0.555456936359406,0.571132898330688,2.629525652,0,5,2,4,4,2,2,3,2,3,2,2,4,2,2,2,2,2,3,3,3,3,3
FR,ESS1-8e01,1.0,12.12.2018,159502,ESS8e02_1,8,2.1,652,0.555456936359406,0.377870678901672,2.629525652,2,12,1,6,1,6,5,5,6,1,1,1,1,2,6,4,3,6,6,3,1,6,5
FR,ESS1-8e01,1.0,12.12.2018,159503,ESS8e02_1,8,2.1,653,1.11091387271881,1.56989336013794,2.629525652,5,66,2,5,2,2,3,2,5,1,2,2,2,2,2,5,2,4,4,2,3,5,2
FR,ESS1-8e01,1.0,12.12.2018,159504,ESS8e02_1,8,2.1,655,1.11091387271881,1.14226579666138,2.629525652,3,9,3,4,1,1,1,3,2,2,1,1,1,1,3,1,4,1,2,1,1,2,1
FR,ESS1-8e01,1.0,12.12.2018,159505,ESS8e02_1,8,2.1,660,1.1109139919281,0.768338859081268,2.629525652,0,66,2,5,3,2,5,1,6,4,4,5,4,2,5,3,2,2,1,1,1,1,1
FR,ESS1-8e01,1.0,12.12.2018,159506,ESS8e02_1,8,2.1,661,2.77728486061096,2.94514942169189,2.629525652,88,66,1,1,1,2,1,1,1,5,8,1,1,1,1,2,2,1,6,1,1,4,1
FR,ESS1-8e01,1.0,12.12.2018,159507,ESS8e02_1,8,2.1,662,0.55545699596405,0.551197052001953,2.629525652,88,66,8,5,1,2,1,6,1,1,8,4,2,2,2,1,6,3,6,1,3,1,6
FR,ESS1-8e01,1.0,12.12.2018,159508,ESS8e02_1,8,2.1,663,1.1109139919281,0.776232421398163,2.629525652,7,9,3,5,1,2,1,3,5,1,2,2,1,1,7,1,5,2,2,2,2,1,5
